TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,MONTH_NAME,TIME_OF_DAY
Theft from Vehicle,2025,2,1,19,1,7XX PACIFIC BLVD,Downtown,491983.9101,5458156.1836,February,Evening/Night
Theft from Vehicle,2025,3,14,15,18,7XX PACIFIC BLVD,Downtown,491983.9101,5458156.1836,March,Afternoon
Theft from Vehicle,2025,9,10,11,30,7XX PACIFIC BLVD,Downtown,491983.9101,5458156.1836,September,Morning
Theft from Vehicle,2025,9,10,14,0,7XX PACIFIC BLVD,Downtown,491983.9101,5458156.1836,September,Afternoon
Theft from Vehicle,2025,11,15,23,0,7XX PACIFIC BLVD,Downtown,491994.1347,5458164.3011,November,Evening/Night
Theft from Vehicle,2025,8,19,10,0,7XX PACIFIC BLVD,Downtown,492005.8692,5458173.6213,August,Morning
Theft from Vehicle,2025,12,6,21,30,7XX PACIFIC BLVD,Downtown,492008.4222,5458175.6527,December,Evening/Night
Theft from Vehicle,2025,10,10,1,42,88XX OSLER ST,Marpole,490406.4862,5450195.8632,October,Evening/Night
Theft from Vehicle,2025,1,28,12,21,89XX STANLEY PARK DR,Stanley Park,489232.1268,5460019.4569,January,Afternoon
Theft from Vehicle,2025,11,2,14,0,89XX STANLEY PARK DR,Stanley Park,489232.1268,5460019.4569,November,Afternoon
Theft from Vehicle,2025,3,5,23,30,8X E 15TH AVE,Mount Pleasant,492461.0961,5456086.7247,March,Evening/Night
Theft from Vehicle,2025,12,23,17,0,8X E 56TH AVE,Sunset,492404.12,5451849.2739,December,Afternoon
Theft from Vehicle,2025,8,4,2,0,8X E 64TH AVE,Sunset,492403.1147,5451082.1507,August,Evening/Night
Theft from Vehicle,2025,2,27,16,0,8X E PENDER ST,Downtown,492539.9132,5458633.4277,February,Afternoon
Theft from Vehicle,2025,6,6,19,0,6XX E 24TH AVE,Riley Park,493349.5717,5455169.3202,June,Evening/Night
Theft from Vehicle,2025,3,4,23,0,6XX E 29TH AVE,Riley Park,493289.261,5454644.2568,March,Evening/Night
Theft from Vehicle,2025,8,5,21,0,6XX E 29TH AVE,Riley Park,493289.261,5454644.2568,August,Evening/Night
Theft from Vehicle,2025,10,16,2,0,6XX E 30TH AVE,Riley Park,493362.3805,5454538.5219,October,Evening/Night
Theft from Vehicle,2025,3,22,23,20,6XX E 46TH AVE,Sunset,493284.1866,5452835.1483,March,Evening/Night
Theft from Vehicle,2025,11,14,1,0,6XX E 54TH AVE,Sunset,493260.7933,5452010.329,November,Evening/Night
Theft from Vehicle,2025,5,8,1,26,6XX E 56TH AVE,Sunset,493351.6529,5451814.7005,May,Evening/Night
Theft from Vehicle,2025,5,8,7,24,6XX E 56TH AVE,Sunset,493351.6529,5451814.7005,May,Morning
Theft from Vehicle,2025,10,3,20,30,6XX E 62ND AVE,Sunset,493251.7678,5451266.2037,October,Evening/Night
Theft from Vehicle,2025,11,16,18,0,6XX E 62ND AVE,Sunset,493251.7678,5451266.2037,November,Evening/Night
Theft from Vehicle,2025,9,1,10,0,6XX E 62ND AVE,Sunset,493280.092,5451265.3455,September,Morning
Theft from Vehicle,2025,5,6,18,30,6XX E 64TH AVE,Sunset,493213.8302,5451089.9455,May,Evening/Night
Theft from Vehicle,2025,7,4,17,0,6XX E 65TH AVE,Sunset,493286.4733,5451012.6567,July,Afternoon
Theft from Vehicle,2025,1,11,18,0,6XX E 6TH AVE,Mount Pleasant,493382.9591,5456942.6649,January,Evening/Night
Theft from Vehicle,2025,5,2,0,0,6XX E 7TH AVE,Mount Pleasant,493388.2023,5456841.7305,May,Evening/Night
Theft from Vehicle,2025,3,5,14,25,6XX E CORDOVA ST,Strathcona,493355.2763,5458819.4472,March,Afternoon
Theft from Vehicle,2025,10,7,7,0,6XX E CORDOVA ST,Strathcona,493395.834,5458827.339,October,Morning
Theft from Vehicle,2025,5,7,8,16,6XX E CORDOVA ST [IFO 679 E CORDOVA ST],Strathcona,493355.2799,5458819.4477,May,Morning
Theft from Vehicle,2025,6,3,19,0,6XX E CORDOVA ST [IFO 679 E CORDOVA ST],Strathcona,493355.2799,5458819.4477,June,Evening/Night
Theft from Vehicle,2025,6,12,20,0,6XX E GEORGIA ST,Strathcona,493344.2361,5458407.2749,June,Evening/Night
Theft from Vehicle,2025,7,3,19,0,6XX E GEORGIA ST,Strathcona,493344.2361,5458407.2749,July,Evening/Night
Theft from Vehicle,2025,2,10,18,0,6XX E GEORGIA ST,Strathcona,493411.698,5458405.2775,February,Evening/Night
Theft from Vehicle,2025,3,9,22,0,6XX E HASTINGS ST,Strathcona,493351.7101,5458715.1683,March,Evening/Night
Theft from Vehicle,2025,9,8,5,30,6XX E HASTINGS ST,Strathcona,493354.526,5458715.093,September,Morning
Theft from Vehicle,2025,6,10,16,0,6XX E HASTINGS ST,Strathcona,493376.0172,5458714.5192,June,Afternoon
Theft from Vehicle,2025,11,21,23,0,6XX E HASTINGS ST,Strathcona,493390.7282,5458714.1263,November,Evening/Night
Theft from Vehicle,2025,5,25,0,0,6XX E KING EDWARD AVE,Riley Park,493402.2895,5455098.4316,May,Evening/Night
Theft from Vehicle,2025,7,2,0,1,6XX E PENDER ST,Strathcona,493399.4394,5458616.1455,July,Evening/Night
Theft from Vehicle,2025,6,1,12,0,6XX EVANS AVE,Strathcona,493380.4776,5457740.447,June,Afternoon
Theft from Vehicle,2025,6,7,18,0,6XX EXPO BLVD,Downtown,492029.0574,5458399.6117,June,Evening/Night
Theft from Vehicle,2025,6,7,18,50,6XX EXPO BLVD,Downtown,492029.0574,5458399.6117,June,Evening/Night
Theft from Vehicle,2025,5,15,1,30,73XX JASPER CRES,Victoria-Fraserview,494952.6239,5451544.0056,May,Evening/Night
Theft from Vehicle,2025,11,17,19,0,73XX MAPLE ST,Kerrisdale,488901.8241,5451824.8196,November,Evening/Night
Theft from Vehicle,2025,9,30,8,44,74XX ADERA ST,Marpole,489530.649,5451760.4386,September,Morning
Theft from Vehicle,2025,5,9,22,0,74XX ANGUS DR,Kerrisdale,489194.0518,5451701.2152,May,Evening/Night
Theft from Vehicle,2025,5,1,16,0,74XX CAMBIE ST,Marpole,491477.6484,5451660.4742,May,Afternoon
Theft from Vehicle,2025,5,1,23,0,74XX CAMBIE ST,Marpole,491477.6484,5451660.4742,May,Evening/Night
Theft from Vehicle,2025,9,2,0,0,74XX CAMBIE ST,Marpole,491503.8636,5451607.848,September,Evening/Night
Theft from Vehicle,2025,4,13,4,31,74XX CULLODEN ST,Sunset,494273.314,5451597.233,April,Morning
Theft from Vehicle,2025,5,2,21,0,74XX PAULSON ST,Marpole,491359.291,5451679.523,May,Evening/Night
Theft from Vehicle,2025,2,15,20,0,74XX YUKON ST,Marpole,491601.4487,5451567.6243,February,Evening/Night
Theft from Vehicle,2025,2,16,21,0,75XX COLUMBIA ST,Marpole,491791.3231,5451493.0576,February,Evening/Night
Theft from Vehicle,2025,4,1,1,0,75XX COLUMBIA ST,Marpole,491791.3231,5451493.0576,April,Evening/Night
Theft from Vehicle,2025,3,16,19,0,75XX MAIN ST,Sunset,492579.6165,5451549.7125,March,Evening/Night
Theft from Vehicle,2025,9,11,22,0,75XX NANAIMO ST,Victoria-Fraserview,495672.7079,5451397.8326,September,Evening/Night
Theft from Vehicle,2025,9,24,11,30,75XX STANLEY PARK DR,Stanley Park,488626.0377,5460984.242,September,Morning
Theft from Vehicle,2025,12,8,13,0,75XX STANLEY PARK DR,Stanley Park,488627.398,5460985.7478,December,Afternoon
Theft from Vehicle,2025,2,5,0,0,75XX STIRLING ST,Victoria-Fraserview,495583.777,5451490.4906,February,Evening/Night
Theft from Vehicle,2025,12,15,18,0,76XX ANGUS DR,Marpole,489204.0381,5451578.356,December,Evening/Night
Theft from Vehicle,2025,1,29,9,5,76XX CHAMPLAIN CRES,Killarney,497759.8798,5451509.8904,January,Morning
Theft from Vehicle,2025,10,19,16,0,76XX COLUMBIA ST,Marpole,491799.4778,5451452.1357,October,Afternoon
Theft from Vehicle,2025,10,8,21,0,76XX FREMLIN ST,Marpole,490740.0693,5451487.7516,October,Evening/Night
Theft from Vehicle,2025,9,24,17,0,76XX MANITOBA ST,Marpole,492005.4683,5451471.3708,September,Afternoon
Theft from Vehicle,2025,2,7,2,5,76XX ROSS ST,Sunset,493951.1047,5451419.9104,February,Evening/Night
Theft from Vehicle,2025,1,5,0,45,76XX THORNHILL DR,Victoria-Fraserview,495005.3422,5451368.3528,January,Evening/Night
Theft from Vehicle,2025,4,24,15,0,77XX CAMBIE ST,Marpole,491467.2204,5451294.8779,April,Afternoon
Theft from Vehicle,2025,8,28,23,0,77XX KINROSS ST,Killarney,497305.5243,5451326.4742,August,Evening/Night
Theft from Vehicle,2025,7,18,23,50,77XX THORNHILL DR,Victoria-Fraserview,495013.7665,5451307.6363,July,Evening/Night
Theft from Vehicle,2025,3,30,6,0,77XX WINDSOR ST,Sunset,493763.3752,5451324.9837,March,Morning
Theft from Vehicle,2025,2,15,19,0,77XX YUKON ST,Marpole,491595.9327,5451344.687,February,Evening/Night
Theft from Vehicle,2025,6,20,21,30,78XX CAMBIE ST,Marpole,491495.0946,5451259.0556,June,Evening/Night
Theft from Vehicle,2025,1,18,16,0,78XX ELLIOTT ST,Victoria-Fraserview,495993.1295,5451203.0732,January,Afternoon
Theft from Vehicle,2025,7,2,20,0,78XX JASPER CRES,Victoria-Fraserview,494997.6522,5451161.0689,July,Evening/Night
Theft from Vehicle,2025,4,13,2,0,78XX KNIGHT ST,Victoria-Fraserview,494388.527,5451141.5045,April,Evening/Night
Theft from Vehicle,2025,4,12,22,0,78XX KNIGHT ST,Victoria-Fraserview,494389.2559,5451217.1863,April,Evening/Night
Theft from Vehicle,2025,4,26,23,0,78XX MAIN ST,Sunset,492572.4666,5451289.5338,April,Evening/Night
Theft from Vehicle,2025,11,19,21,0,78XX NANAIMO ST,Victoria-Fraserview,495678.3591,5451173.6927,November,Evening/Night
Theft from Vehicle,2025,10,5,10,51,79XX CARTIER ST,Marpole,489971.3783,5451226.107,October,Morning
Theft from Vehicle,2025,3,13,18,0,79XX YUKON ST,Marpole,491655.3469,5451156.5989,March,Evening/Night
Theft from Vehicle,2025,7,17,16,0,79XX YUKON ST,Marpole,491655.3469,5451156.5989,July,Afternoon
Theft from Vehicle,2025,5,30,0,30,7X E 22ND AVE,Riley Park,492468.4769,5455365.4706,May,Evening/Night
Theft from Vehicle,2025,9,8,1,0,7X E 44TH AVE,Sunset,492409.6582,5453072.1007,September,Evening/Night
Theft from Vehicle,2025,7,19,19,30,7X E PENDER ST,Downtown,492517.3723,5458634.2507,July,Evening/Night
Theft from Vehicle,2025,4,5,22,0,7X E PENDER ST,Downtown,492522.0904,5458643.2283,April,Evening/Night
Theft from Vehicle,2025,3,29,7,0,7X PACIFIC BLVD,Downtown,492308.0463,5458260.2789,March,Morning
Theft from Vehicle,2025,10,13,16,30,7X PACIFIC BLVD,Downtown,492308.0463,5458260.2789,October,Afternoon
Theft from Vehicle,2025,11,11,22,0,7X W 11TH AVE,Mount Pleasant,492256.2701,5456493.6988,November,Evening/Night
Theft from Vehicle,2025,1,25,16,52,7XX W GEORGIA ST,Downtown,491401.3214,5458865.3307,January,Afternoon
Theft from Vehicle,2025,3,25,17,35,7XX W GEORGIA ST,Downtown,491401.3214,5458865.3307,March,Afternoon
Theft from Vehicle,2025,10,12,16,40,7XX W GEORGIA ST,Downtown,491401.3214,5458865.3307,October,Afternoon
Theft from Vehicle,2025,10,30,9,30,7XX W GEORGIA ST,Downtown,491401.3214,5458865.3307,October,Morning
Theft from Vehicle,2025,12,20,17,10,7XX W GEORGIA ST,Downtown,491401.3214,5458865.3307,December,Afternoon
Theft from Vehicle,2025,11,16,17,12,7XX W GEORGIA ST,Downtown,491402.7991,5458863.8718,November,Afternoon
Theft from Vehicle,2025,11,17,9,0,7XX W GEORGIA ST,Downtown,491402.7991,5458863.8718,November,Morning
Theft from Vehicle,2025,2,2,13,30,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,February,Afternoon
Theft from Vehicle,2025,3,2,14,50,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,March,Afternoon
Theft from Vehicle,2025,3,10,15,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,March,Afternoon
Theft from Vehicle,2025,3,17,14,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,March,Afternoon
Theft from Vehicle,2025,4,6,18,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Evening/Night
Theft from Vehicle,2025,4,24,16,30,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,April,Afternoon
Theft from Vehicle,2025,5,16,14,45,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Afternoon
Theft from Vehicle,2025,5,22,16,30,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,May,Afternoon
Theft from Vehicle,2025,7,27,15,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,July,Afternoon
Theft from Vehicle,2025,8,12,9,30,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,August,Morning
Theft from Vehicle,2025,9,8,17,54,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,September,Afternoon
Theft from Vehicle,2025,9,16,10,15,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,September,Morning
Theft from Vehicle,2025,9,17,19,45,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,September,Evening/Night
Theft from Vehicle,2025,9,22,18,55,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,September,Evening/Night
Theft from Vehicle,2025,10,12,14,52,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,October,Afternoon
Theft from Vehicle,2025,11,1,11,30,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,November,Morning
Theft from Vehicle,2025,11,2,13,58,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,November,Afternoon
Theft from Vehicle,2025,12,17,17,0,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,December,Afternoon
Theft from Vehicle,2025,12,19,15,41,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,December,Afternoon
Theft from Vehicle,2025,12,27,8,12,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,December,Morning
Theft from Vehicle,2025,12,31,16,30,7XX W GEORGIA ST,Downtown,491407.7443,5458871.8391,December,Afternoon
Theft from Vehicle,2025,10,13,13,58,7XX W GEORGIA ST,Downtown,491409.222,5458870.3802,October,Afternoon
Theft from Vehicle,2025,10,20,16,30,7XX W GEORGIA ST,Downtown,491409.222,5458870.3802,October,Afternoon
Theft from Vehicle,2025,12,6,15,30,7XX W GEORGIA ST,Downtown,491409.222,5458870.3802,December,Afternoon
Theft from Vehicle,2025,1,9,15,0,7XX W GEORGIA ST,Downtown,491409.222,5458870.3802,January,Afternoon
Theft from Vehicle,2025,4,17,15,0,7XX W GEORGIA ST,Downtown,491409.222,5458870.3802,April,Afternoon
Theft from Vehicle,2025,7,31,7,0,7XX W PENDER ST,Downtown,491607.7847,5459138.4593,July,Morning
Theft from Vehicle,2025,3,25,13,0,7XX W PENDER ST,Downtown,491641.0327,5459106.5195,March,Afternoon
Theft from Vehicle,2025,8,6,13,52,7XX W PENDER ST,Downtown,491641.0327,5459106.5195,August,Afternoon
Theft from Vehicle,2025,8,14,22,0,7XX WOODLAND DR,Grandview-Woodland,494715.5369,5458397.8777,August,Evening/Night
Theft from Vehicle,2025,9,29,19,0,80XX BUSCOMBE ST,Sunset,493060.429,5451036.0312,September,Evening/Night
Theft from Vehicle,2025,9,7,18,0,80XX COLUMBIA ST,Marpole,491790.9382,5451089.5671,September,Evening/Night
Theft from Vehicle,2025,10,1,16,30,80XX ELLIOTT ST,Victoria-Fraserview,495974.3872,5450953.189,October,Afternoon
Theft from Vehicle,2025,4,8,20,0,80XX ELLIOTT ST,Killarney,495983.9534,5450957.478,April,Evening/Night
Theft from Vehicle,2025,11,2,13,30,80XX FRASER ST,Sunset,493368.8903,5451092.8881,November,Afternoon
Theft from Vehicle,2025,10,13,16,4,80XX MONTCALM ST,Marpole,490128.034,5451100.0317,October,Afternoon
Theft from Vehicle,2025,10,25,3,0,80XX NUNAVUT LANE,Marpole,491541.0798,5450984.0769,October,Evening/Night
Theft from Vehicle,2025,5,11,22,0,80XX SELKIRK ST,Marpole,490318.2196,5451105.6277,May,Evening/Night
Theft from Vehicle,2025,8,7,21,0,81XX EAST BLVD,Marpole,489366.2597,5451072.3905,August,Evening/Night
Theft from Vehicle,2025,7,25,22,30,81XX FRASER ST,Sunset,493367.526,5450974.315,July,Evening/Night
Theft from Vehicle,2025,3,1,17,0,81XX HAIG ST,Marpole,490030.8758,5451067.4099,March,Afternoon
Theft from Vehicle,2025,8,15,0,0,81XX MANITOBA ST,Marpole,491989.2004,5450914.4792,August,Evening/Night
Theft from Vehicle,2025,8,26,23,0,81XX NUNAVUT LANE,Marpole,491530.8191,5450939.1497,August,Evening/Night
Theft from Vehicle,2025,1,11,0,10,81XX POPLAR ST,Sunset,493200.8765,5450988.0903,January,Evening/Night
Theft from Vehicle,2025,12,11,15,0,82XX MANITOBA ST,Marpole,491984.7854,5450809.3804,December,Afternoon
Theft from Vehicle,2025,9,1,16,9,82XX ONTARIO ST,Marpole,492223.544,5450781.2398,September,Afternoon
Theft from Vehicle,2025,11,20,18,0,82XX ONTARIO ST,Marpole,492223.544,5450781.2398,November,Evening/Night
Theft from Vehicle,2025,6,5,4,14,82XX ROSS ST,Sunset,493869.9163,5450728.1573,June,Morning
Theft from Vehicle,2025,3,29,17,0,82XX SHERBROOKE ST,Sunset,494025.0068,5450917.7714,March,Afternoon
Theft from Vehicle,2025,7,8,18,30,83XX FREMLIN ST,Marpole,490725.6192,5450877.3182,July,Evening/Night
Theft from Vehicle,2025,1,14,18,0,8XX HAMILTON ST,Downtown,491524.3902,5458410.4003,January,Evening/Night
Theft from Vehicle,2025,5,31,16,0,8XX HAMILTON ST,Downtown,491524.3902,5458410.4003,May,Afternoon
Theft from Vehicle,2025,8,3,21,45,8XX HAMILTON ST,Downtown,491524.3902,5458410.4003,August,Evening/Night
Theft from Vehicle,2025,8,30,21,12,8XX HAMILTON ST,Downtown,491524.3902,5458410.4003,August,Evening/Night
Theft from Vehicle,2025,8,4,5,0,8XX HAMILTON ST,Downtown,491538.6576,5458438.3014,August,Morning
Theft from Vehicle,2025,9,16,22,0,8XX HAMILTON ST,Downtown,491563.9856,5458451.333,September,Evening/Night
Theft from Vehicle,2025,11,15,22,0,8XX HAMILTON ST,Downtown,491563.9856,5458451.333,November,Evening/Night
Theft from Vehicle,2025,12,8,17,30,8XX HAMILTON ST,Downtown,491563.9856,5458451.333,December,Afternoon
Theft from Vehicle,2025,3,7,22,0,8XX HELMCKEN ST,Downtown,490856.2434,5458462.2683,March,Evening/Night
Theft from Vehicle,2025,9,24,1,0,8XX HELMCKEN ST,Downtown,490856.2434,5458462.2683,September,Evening/Night
Theft from Vehicle,2025,12,16,0,0,8XX HELMCKEN ST,Downtown,490856.2434,5458462.2683,December,Evening/Night
Theft from Vehicle,2025,1,18,12,14,8XX HELMCKEN ST,Downtown,490858.6871,5458459.8961,January,Afternoon
Theft from Vehicle,2025,10,12,3,0,8XX HORNBY ST,Downtown,491088.2834,5458833.372,October,Evening/Night
Theft from Vehicle,2025,7,2,23,10,8XX HORNBY ST,Downtown,491142.0092,5458874.6606,July,Evening/Night
Theft from Vehicle,2025,1,24,14,0,8XX HOWE ST,Downtown,491166.1481,5458763.207,January,Afternoon
Theft from Vehicle,2025,9,8,9,44,8XX HOWE ST,Downtown,491166.1481,5458763.207,September,Morning
Theft from Vehicle,2025,3,20,11,13,8XX HOWE ST,Downtown,491178.9654,5458775.863,March,Morning
Theft from Vehicle,2025,12,27,19,15,8XX HOWE ST,Downtown,491178.9654,5458775.863,December,Evening/Night
Theft from Vehicle,2025,2,5,5,25,67XX RALEIGH ST,Killarney,496559.9431,5452252.2416,February,Morning
Theft from Vehicle,2025,7,16,20,30,67XX RUPERT ST,Killarney,496781.4844,5452225.9144,July,Evening/Night
Theft from Vehicle,2025,8,13,2,0,67XX ST GEORGE ST,Sunset,493148.4407,5452317.3363,August,Evening/Night
Theft from Vehicle,2025,2,1,15,0,67XX STANLEY PARK DR,Stanley Park,488829.1697,5461573.2233,February,Afternoon
Theft from Vehicle,2025,1,30,4,21,67XX WEST BLVD,Kerrisdale,488829.4645,5452392.3245,January,Morning
Theft from Vehicle,2025,7,28,20,0,68XX ARBUTUS ST,Kerrisdale,488685.2414,5452256.083,July,Evening/Night
Theft from Vehicle,2025,4,13,3,53,68XX ARGYLE ST,Victoria-Fraserview,494759.8675,5452121.0059,April,Evening/Night
Theft from Vehicle,2025,8,5,20,0,68XX BEECHWOOD ST,Kerrisdale,488558.1367,5452259.3529,August,Evening/Night
Theft from Vehicle,2025,12,10,8,0,68XX CAMBIE ST,Oakridge,491493.0663,5452249.8756,December,Morning
Theft from Vehicle,2025,10,26,23,0,68XX DOMAN ST [BEHIND 6895 DOMAN ST],Killarney,497329.7515,5452147.8174,October,Evening/Night
Theft from Vehicle,2025,11,11,0,0,68XX FLEMING ST,Victoria-Fraserview,494658.9935,5452137.6451,November,Evening/Night
Theft from Vehicle,2025,11,11,1,0,68XX FLEMING ST,Victoria-Fraserview,494669.7148,5452197.485,November,Evening/Night
Theft from Vehicle,2025,6,20,0,0,68XX LABURNUM ST,Kerrisdale,489008.2698,5452351.1529,June,Evening/Night
Theft from Vehicle,2025,3,9,19,0,68XX LANARK ST,Victoria-Fraserview,494468.0414,5452170.3401,March,Evening/Night
Theft from Vehicle,2025,10,26,15,30,68XX RALEIGH ST,Killarney,496554.923,5452149.8791,October,Afternoon
Theft from Vehicle,2025,5,29,4,0,68XX ROSS ST,Sunset,493967.6833,5452214.3252,May,Morning
Theft from Vehicle,2025,3,14,1,15,68XX ST GEORGE ST,Sunset,493147.1786,5452216.416,March,Evening/Night
Theft from Vehicle,2025,3,16,7,0,69XX CHURCHILL ST,Kerrisdale,489678.1931,5452192.5397,March,Morning
Theft from Vehicle,2025,11,2,16,0,69XX CULLODEN ST,Sunset,494253.6936,5451997.638,November,Afternoon
Theft from Vehicle,2025,2,13,12,0,69XX GLADSTONE ST,Victoria-Fraserview,495447.2678,5452048.8269,February,Afternoon
Theft from Vehicle,2025,8,29,21,0,69XX HEATHER ST,Oakridge,490996.8898,5452221.3956,August,Evening/Night
Theft from Vehicle,2025,7,27,13,0,69XX PRINCE EDWARD ST,Sunset,492895.6132,5452121.6396,July,Afternoon
Theft from Vehicle,2025,12,22,23,0,69XX SELKIRK ST,Oakridge,490288.259,5452274.4202,December,Evening/Night
Theft from Vehicle,2025,11,18,22,0,6X E 39TH AVE,Riley Park,492406.7419,5453642.3011,November,Evening/Night
Theft from Vehicle,2025,4,27,4,52,6X E 57TH AVE,Sunset,492370.1843,5451760.1356,April,Morning
Theft from Vehicle,2025,3,2,20,0,6XX W 8TH AVE,Fairview,491415.7008,5456826.8106,March,Evening/Night
Theft from Vehicle,2025,9,10,6,0,6XX W 8TH AVE,Fairview,491442.3387,5456835.2327,September,Morning
Theft from Vehicle,2025,7,16,9,45,6XX W BROADWAY AVE,Fairview,491339.6104,5456735.2735,July,Morning
Theft from Vehicle,2025,8,17,19,30,6XX W BROADWAY AVE,Fairview,491339.6104,5456735.2735,August,Evening/Night
Theft from Vehicle,2025,9,10,8,7,6XX W BROADWAY AVE,Fairview,491339.6104,5456735.2735,September,Morning
Theft from Vehicle,2025,3,2,19,30,6XX W BROADWAY AVE,Fairview,491441.1205,5456732.213,March,Evening/Night
Theft from Vehicle,2025,9,5,18,0,6XX W BROADWAY AVE,Fairview,491441.1205,5456732.213,September,Evening/Night
Theft from Vehicle,2025,1,14,0,0,6XX W CORDOVA ST,Downtown,491865.2415,5459187.8455,January,Evening/Night
Theft from Vehicle,2025,9,17,5,0,6XX W CORDOVA ST,Downtown,491865.2415,5459187.8455,September,Morning
